CustomerID,Gender,Age,Annual Income (Rs.),Spending Score (1-100),Time Spent in Mall (minutes),Visits per Month,Distance from Home (km),Has Credit Card,Preferred Shop Type
1029,,45,835493,56,186,17,33.39,1,Electronics
1030,Male,55,917976,24,15,5,34.22,0,Furniture
1031,Male,48,628705,73,185,25,2.38,0,Furniture
1032,Female,44,452619,31,12,18,30.47,0,Grocery
1033,Male,22,756954,55,157,28,24.5,1,Furniture
1034,Female,42,508766,10,172,23,5.74,1,Furniture
1035,Male,20,257573,60,36,21,14.26,0,Grocery
1036,Female,50,419152,2,220,18,44.57,0,Electronics
1037,Female,21,460435,,32,8,27.72,1,Electronics
1038,Male,42,308477,3,210,27,20.96,1,Grocery
1039,Male,37,448530,43,135,15,4.1,1,Clothing
1040,Male,51,1350475,31,232,13,35.85,1,Grocery
1041,Male,43,969472,70,132,13,35.29,0,Electronics
1042,Female,22,490687,67,223,16,30.9,0,Clothing
1043,Male,52,1165197,56,216,22,25.76,1,Grocery
1044,Male,45,709603,,211,20,21.97,1,Electronics
1045,Female,46,564380,75,66,13,29.87,1,Electronics
1046,Male,26,,15,31,20,12.05,0,Electronics
1047,Male,69,951125,92,49,2,47.09,0,Furniture
1048,Male,55,439385,10,109,3,29.65,1,Furniture
1049,Male,67,1051626,38,96,15,15.9,1,Clothing
1050,Male,23,245790,47,29,23,22.76,1,Clothing
1051,Female,36,1083044,57,238,19,40.38,1,Clothing
1052,,61,746543,50,193,13,8.5,1,Furniture
1053,Male,28,1209926,71,48,5,15,1,Clothing
1054,Male,19,468953,15,229,26,34.14,0,Electronics
1055,Male,64,251894,18,178,22,16.12,0,Electronics
1056,Male,61,586048,82,146,6,39.73,0,Clothing
1057,Female,61,429720,88,140,14,6.96,1,Clothing
1058,Male,26,1281960,2,180,4,38.25,1,Furniture
1059,Female,38,1198966,84,146,22,3.88,1,Electronics
1060,Female,41,981868,98,197,19,1.12,0,Grocery
1061,Male,51,556245,43,84,23,44.96,1,Grocery
1062,Male,39,172490,26,86,7,29.28,0,Furniture
1063,,20,982307,71,139,4,17.92,1,Furniture
1064,Male,29,755108,,211,2,12.01,1,Furniture
1065,Female,45,421265,94,92,27,31.04,1,Electronics
1066,Male,47,151539,42,181,7,25.7,0,Clothing
1067,Male,43,462579,5,131,3,49.58,0,Clothing
1068,Male,65,665584,11,59,15,49.17,0,Furniture
1069,Male,38,213965,65,145,1,31.93,1,Electronics
1070,Male,45,1296375,34,205,2,22.42,0,Grocery
1071,Male,43,,1,188,10,24.81,1,Furniture
1072,Female,50,1341890,83,60,16,34.28,1,Electronics
1073,Female,38,398099,2,19,25,5.53,0,Furniture
1074,Male,52,1180065,85,189,28,16.75,0,Electronics
1075,Male,69,945379,20,62,15,4.23,1,Electronics
1076,Male,51,917610,61,167,24,4.13,1,Furniture
1077,Female,58,876826,87,92,15,10.19,1,Clothing
1078,Male,68,1056395,21,101,14,24.52,1,Furniture
1079,Female,64,1210194,88,148,22,39.35,0,Clothing
1080,Male,35,486430,68,12,14,24.53,0,Clothing
1081,Male,28,812714,12,225,6,17.11,0,Grocery
1082,Male,40,760724,22,219,14,4.58,1,Electronics
1083,Male,65,360448,20,177,17,27.74,1,Furniture
1084,Female,39,1120278,82,227,18,13.93,1,Electronics
1085,Female,34,645919,1,44,20,30.94,0,
1086,Male,22,1334685,30,186,19,48.87,1,Clothing
1087,Male,61,1227209,97,18,17,6.01,1,Furniture
1088,Female,28,960927,24,191,16,11,0,Electronics
1089,Female,47,1000982,14,226,8,23.92,0,Grocery
1090,,32,362456,36,57,7,48.45,1,Clothing
1091,Female,44,525325,69,,20,38.7,0,Clothing
1092,Male,52,616589,75,131,28,44.96,1,Electronics
1093,Female,50,446213,24,159,12,17.02,,Clothing
1094,Male,37,1337018,60,179,9,49.61,1,Grocery
1095,Female,33,1053275,95,84,27,5.59,0,Clothing
1096,Female,51,1270523,55,119,14,3.12,0,Furniture
1097,Female,19,320205,77,138,20,42.85,0,Furniture
1098,Female,52,1294337,80,59,1,46.4,0,Electronics
1099,Female,57,1068196,24,229,10,4.98,1,Grocery
1100,Male,45,1303276,77,48,17,6.11,1,Clothing
1101,Male,64,723881,24,22,17,2.14,0,Clothing
1102,Female,56,1168454,54,20,17,5.67,1,Clothing
1103,Female,23,155209,26,16,4,10.87,0,Furniture
1104,Male,26,549749,66,152,17,48.52,0,Grocery
1105,,37,1208503,80,49,18,33.56,1,Clothing
1106,Female,18,791621,38,196,20,39.04,,Electronics
1107,Male,25,1354242,65,236,23,38.92,1,Grocery
1108,Female,40,880212,75,191,2,26.99,1,Grocery
1109,Female,20,488526,51,97,8,39.98,1,Clothing
1110,Male,21,289005,35,226,13,,1,Furniture
1111,Male,42,1179661,43,222,23,16.07,1,Grocery
1112,Male,64,346521,29,26,25,28.27,0,Electronics
1113,Female,55,1073593,37,101,22,26.91,1,Grocery
1114,Male,32,599764,81,235,20,41.26,0,Furniture
1115,Male,38,1355771,58,51,22,49.1,1,Electronics
1116,Male,52,,54,33,15,20.85,1,Furniture
1117,Male,63,,39,218,20,38.29,0,Clothing
1118,Male,69,366486,42,49,23,5.44,0,Grocery
1119,Male,31,576888,28,81,9,38.95,0,Electronics
1120,Female,53,985988,29,13,3,18.89,0,Furniture
1121,Female,29,1060155,43,28,3,2.45,1,Clothing
1122,Male,34,700428,3,19,2,18.48,1,Electronics
1123,Male,56,413328,,168,1,30.73,0,
1124,Male,,261361,59,17,14,6.4,0,Grocery
1125,Female,52,,14,95,17,46.24,1,Furniture
1126,Female,30,547172,76,176,13,4.34,1,Electronics
1127,Female,32,1215131,47,105,19,46.54,0,Clothing
1128,Female,35,,42,75,23,35.5,,Clothing
1129,Female,68,405658,94,204,15,16.82,1,Clothing
1130,Female,50,904085,32,233,27,19.84,0,Furniture
1131,Female,23,253844,32,237,25,37.17,0,Clothing
1132,Female,44,1289897,42,210,14,30.27,0,Electronics
1133,Female,40,985488,32,126,2,33.75,0,Furniture
1134,Male,44,248234,26,80,7,19.76,1,Grocery
1135,Male,51,624718,1,168,17,24.65,0,
1136,Male,63,901993,56,120,18,49.5,1,Furniture
1137,Male,55,1148922,2,65,6,11.09,1,Furniture
1138,Female,31,875571,81,236,27,21.18,1,Electronics
1139,Female,53,978282,30,213,21,14.95,1,Grocery
1140,Male,25,621761,71,172,8,38.37,0,Grocery
1141,Female,52,474464,52,225,28,38.32,1,Furniture
1142,Male,36,704081,91,130,27,14.98,0,Furniture
1143,Female,47,1171911,9,,2,4.53,1,Furniture
1144,Male,31,1218203,22,5,1,1.07,0,Electronics
1145,Female,37,627317,34,166,16,21.66,1,Electronics
1146,Female,66,1119752,49,72,7,,1,Clothing
1147,Male,42,467942,1,92,22,49.43,0,Grocery
1148,Female,57,487462,73,25,24,23.76,0,Clothing
1149,Male,41,500046,84,165,11,13.19,0,Clothing
1150,Male,31,571773,53,139,15,44.62,0,Furniture
1151,Male,43,483478,83,197,13,24.81,1,Electronics
1152,Male,55,618379,100,237,24,30.16,1,Clothing
1153,Female,40,,40,7,2,5.24,1,Clothing
1154,Female,39,1321675,45,55,14,19.45,1,Clothing
1155,Female,65,883362,68,83,24,47.24,1,Furniture
1156,Male,36,847974,9,99,6,29.68,0,Furniture
1157,Female,63,257449,22,186,9,17.55,0,Electronics
1158,Male,68,1301404,18,212,28,31.47,1,Clothing
1159,Female,20,1325189,76,206,7,45.57,0,Clothing
1160,Female,59,222095,43,225,18,14.06,1,Electronics
1161,Female,36,780212,39,127,24,25.5,1,Electronics
1162,Male,26,770740,73,191,9,47.96,0,Electronics
1163,Female,45,237593,6,10,23,9.03,1,Grocery
1164,Female,37,841252,83,,4,36.12,0,Electronics
1165,,62,1052473,48,21,9,30.92,1,Furniture
1166,Female,24,276202,7,121,4,34.14,0,Grocery
1167,Male,31,227606,80,64,12,17.89,1,Electronics
1168,Female,26,,69,154,4,,1,Furniture
1169,Male,36,268542,16,156,25,34.37,0,Electronics
1170,Male,64,725610,1,129,24,11.17,1,Electronics
1171,Female,69,1356126,37,85,20,21.27,1,Grocery
1172,Male,31,,83,89,14,9.81,,Furniture
1173,Male,55,774987,37,55,24,0.91,0,Clothing
1174,Male,53,240140,81,182,24,48.52,0,Electronics
1175,Male,57,1296204,64,143,7,21.87,1,Grocery
1176,Male,34,1283634,90,188,26,48.48,0,Furniture
1177,Male,47,631799,86,75,13,7.45,0,Electronics
1178,Female,26,1350118,62,174,22,29.57,0,Clothing
1179,Male,50,192674,72,43,8,10.45,1,Furniture
1180,Male,69,277572,61,73,23,39.61,0,Furniture
1181,Female,42,441975,33,52,5,39.29,1,Grocery
1182,Female,31,731462,66,129,12,6.07,1,Electronics
1183,Female,28,581436,30,61,13,45.65,0,Electronics
1184,Female,52,595935,20,25,29,10.13,1,Furniture
1185,Female,58,930296,60,86,20,30.84,1,Electronics
1186,,31,1251627,82,103,14,49.29,1,Furniture
1187,Female,47,1264100,74,152,28,44.18,1,Clothing
1188,Male,58,418614,24,19,18,47.85,1,Grocery
1189,Male,21,667733,4,73,27,17.46,0,Electronics
1190,Female,21,465617,37,209,24,5.73,0,Electronics
1191,Male,45,1087384,4,183,25,9.82,0,Grocery
1192,Male,25,1243015,77,80,20,25.27,1,Clothing
1193,Male,19,426452,89,66,4,39.76,0,Clothing
1194,Female,58,241563,77,123,21,7.93,1,Clothing
1195,Female,63,901616,18,217,18,33.16,1,Clothing
1196,Male,39,880602,88,41,7,16.52,1,Clothing
1197,Female,58,909495,66,138,15,17.39,1,Furniture
1198,Male,33,1119655,48,203,21,33.26,0,Electronics
1199,Male,46,317896,33,30,6,23.62,1,Electronics
1200,Male,66,771912,58,238,16,40.7,0,Electronics
1201,Male,65,569515,83,12,20,8.22,0,Furniture
1202,Female,47,1167497,73,205,24,39.6,1,Grocery
1203,Female,29,180063,28,223,8,3.68,0,Clothing
1204,Female,52,1189272,35,8,28,10.11,0,Grocery
1205,Male,28,404371,10,25,21,32.98,0,Clothing
1206,Female,63,1135976,65,163,16,42.82,,Clothing
1207,Male,67,252166,42,153,28,13.01,1,Grocery
1208,Female,38,1213082,85,236,22,16.7,,Electronics
1209,Male,38,1147358,9,29,16,27.09,0,Furniture
1210,Male,22,1312180,60,235,3,10.97,0,Grocery
1211,Male,65,1224602,15,147,17,40.65,1,Electronics
1212,Female,37,570888,99,167,9,38.8,1,Clothing
1213,Female,54,340285,57,181,25,7.69,0,Electronics
1214,Female,20,1249547,69,47,3,23.46,1,Clothing
1215,Female,61,570497,22,173,20,38.85,1,Clothing
1216,Male,50,263978,64,41,29,17.2,0,Electronics
1217,Female,26,1357739,41,189,7,31.84,0,Clothing
1218,Female,26,253864,87,46,18,2.99,1,Furniture
1219,Male,21,1181259,71,179,12,,1,Electronics
1220,Male,52,1086114,,96,19,8.06,1,Grocery
1221,Male,34,544295,23,65,16,41.61,1,Clothing
1222,Female,51,769674,25,146,22,18.09,0,Clothing
1223,Male,41,598648,91,72,27,14.44,1,Furniture
1224,Male,49,755151,6,57,24,42.12,1,Furniture
1225,Male,18,490435,34,88,17,2.98,0,Grocery
1226,Female,25,275659,63,38,20,20.13,0,Clothing
1227,Male,62,1205811,9,80,15,18.82,0,Grocery
1228,Female,40,1261288,60,101,1,14.6,0,Grocery
1229,Female,64,1351121,49,156,2,45.63,0,Clothing
1230,Male,57,912178,97,152,8,37.67,0,Grocery
1231,Male,29,275849,51,201,22,3.66,0,Grocery
1232,Female,29,1174903,60,234,25,35.88,1,Furniture
1233,Male,63,405493,70,34,2,26.6,1,Furniture
1234,Male,64,754111,37,92,19,45.09,0,Grocery
1235,Female,32,1302791,31,239,9,15.99,1,Clothing
1236,Female,58,182230,98,236,9,28.92,1,Furniture
1237,Male,36,496717,41,11,13,25.29,0,Grocery
1238,,43,897948,62,40,6,24.73,0,Electronics
1239,Male,69,612092,93,42,15,23.08,0,Electronics
1240,Male,46,452788,58,212,19,10.68,0,Grocery
1241,Male,39,981635,14,56,21,37.91,0,Electronics
1242,Female,57,797534,36,147,15,22.84,1,Furniture
1243,Male,38,1283393,36,178,18,47.95,1,Clothing
1244,Male,68,381414,79,155,7,,0,Grocery
1245,Male,55,406812,8,144,26,34.3,0,Furniture
1246,Female,37,454958,26,225,11,47.07,1,Clothing
1247,Female,46,320956,36,176,8,33.34,1,Electronics
1248,Female,68,1005754,48,147,6,43.63,1,Electronics
1249,Female,21,171650,85,97,8,41.46,0,Electronics
1250,Female,24,1076694,28,111,2,18.33,0,Electronics
1251,Male,45,1369097,68,130,19,30.21,1,Furniture
1252,Female,45,1369309,62,53,16,8.23,0,Furniture
1253,Female,21,966141,80,25,7,27.01,1,Clothing
1254,Female,39,392037,86,19,10,11.91,0,Grocery
1255,Male,29,1279004,76,18,12,37.31,0,Clothing
1256,Female,62,356251,80,46,17,26.64,1,Grocery
1257,Female,20,684231,51,212,7,20.86,1,Electronics
1258,Male,39,171042,42,19,22,13.81,0,Electronics
1259,Female,61,980326,29,238,8,49.94,1,Electronics
1260,Male,19,1128582,82,67,7,,0,Electronics
1261,Male,41,468903,10,200,4,2.66,1,Furniture
1262,Male,51,1044801,39,31,3,11.25,1,Clothing
1263,Male,44,964811,82,219,19,48.57,0,Grocery
1264,Male,58,532811,1,97,15,48.97,0,Grocery
1265,Female,18,651691,39,109,4,32.92,0,Furniture
1266,Male,25,1158314,21,57,25,44.07,1,Electronics
1267,Male,40,364304,65,56,9,11.09,,Clothing
1268,Female,55,,15,67,13,48.62,0,Electronics
1269,Male,23,588963,4,205,18,7.57,1,Furniture
1270,Female,39,1061612,60,185,21,5.51,0,Grocery
1271,Female,42,,61,61,16,6.05,0,Furniture
1272,Female,35,351904,20,124,1,28.87,0,Grocery
1273,Male,34,861716,10,56,4,39.16,0,Clothing
1274,Male,29,820105,87,111,18,18.65,0,Grocery
1275,Male,23,155730,34,47,8,48.91,1,Clothing
1276,Female,,888471,48,139,20,22,1,Electronics
1277,Male,44,1217599,33,121,16,7.95,0,Electronics
1278,Male,25,495430,98,174,21,23.57,1,Furniture
1279,Male,36,978411,61,8,11,34.11,0,Clothing
1280,Female,59,558213,10,201,20,41.7,1,Electronics
1281,Female,18,850399,54,137,21,23.21,1,Clothing
1282,Male,46,170923,84,207,21,29.88,0,Electronics
1283,Male,62,997405,65,237,21,13.73,1,Electronics
1284,Male,66,344795,77,224,27,32.47,0,Grocery
1285,Male,52,978854,,84,19,49.31,1,
1286,Female,57,383462,5,45,23,2.93,0,Grocery
1287,,31,201413,80,226,19,44.38,0,Clothing
1288,Female,52,1038916,15,136,18,28.33,0,Electronics
1289,Female,65,703044,28,6,19,12.98,0,Furniture
1290,Male,62,560226,95,199,11,47.77,0,Electronics
1291,Male,37,1325615,23,153,3,24.43,0,Electronics
1292,Male,66,330074,17,202,8,16.92,1,Grocery
1293,Female,30,806735,98,47,20,9.48,0,Clothing
1294,Male,55,958524,13,86,19,12.6,1,Furniture
1295,Female,66,281562,14,112,10,41.73,0,Furniture
1296,Female,63,1202305,11,201,16,30.91,1,Furniture
1297,Male,66,792510,28,141,5,45.71,0,Clothing
1298,Male,25,758148,42,216,20,11.98,0,Furniture
1299,Male,60,408360,96,160,9,6.5,1,Clothing
1300,Female,37,509014,99,30,8,0.8,0,Furniture
1301,Male,50,1219974,61,86,11,25.64,0,Electronics
1302,Female,43,446794,64,87,16,49.92,0,Clothing
1303,Male,56,778177,31,135,7,34.9,0,Grocery
1304,Female,38,510306,81,77,15,15.77,1,Furniture
1305,Female,66,777122,73,104,24,43.9,0,Grocery
1306,Male,59,668490,10,227,29,39.2,1,Clothing
1307,Female,60,703608,8,53,21,1.26,0,Electronics
1308,Female,58,613092,21,149,20,40.93,0,Grocery
1309,Male,26,184924,77,67,23,15.38,0,Grocery
1310,Female,41,845385,59,59,17,7.91,0,Electronics
1311,Male,54,1200735,50,155,6,11.7,1,Electronics
1312,Female,66,723228,69,38,15,23.69,0,Clothing
1313,Male,58,620192,70,109,8,21.53,0,Furniture
1314,Male,34,590420,30,109,7,14.8,0,Grocery
1315,Female,41,812132,95,73,2,9.02,1,
1316,Female,38,915328,17,19,13,38.23,1,Clothing
1317,Female,68,879115,75,179,23,,,Furniture
1318,Female,56,304536,20,7,29,39,1,Clothing
1319,Female,58,725425,48,215,6,15.15,0,Grocery
1320,Male,56,573448,73,160,29,12.62,0,Grocery
1321,Female,30,997929,2,7,5,11.27,1,Electronics
1322,Male,28,651233,37,106,20,7.27,0,Electronics
1323,Male,63,774773,1,8,1,27.79,0,Furniture
1324,Female,36,1152021,4,92,29,30.47,1,Grocery
1325,Male,28,150901,100,163,18,35.42,0,Grocery
1326,Male,30,237980,54,49,15,34.17,1,Electronics
1327,Male,63,939313,25,191,23,14.97,1,Clothing
1328,Male,62,442007,3,49,10,16.85,1,Clothing
1329,Female,18,916722,9,,3,34.23,,Grocery
1330,Male,57,548838,86,169,5,17.8,1,Grocery
1331,Female,61,665956,87,197,24,11.02,1,Furniture
1332,Female,36,637063,76,13,29,19.03,0,Furniture
1333,Male,29,876546,74,149,13,13.97,0,Electronics
1334,Female,25,981633,34,122,8,4.87,0,Grocery
1335,Female,25,401839,43,69,22,41.59,1,Clothing
1336,Female,62,1175264,74,135,21,42.73,1,Furniture
1337,Male,29,746860,94,30,29,11.38,1,Electronics
1338,Female,65,986642,22,185,2,3.71,0,Electronics
1339,Female,50,537773,70,163,9,37.07,0,Clothing
1340,Female,62,172499,2,30,17,10.97,1,Furniture
1341,Male,43,776840,94,27,27,19.98,1,Clothing
1342,Female,56,594844,66,34,18,3.67,1,Electronics
1343,Male,45,636525,32,14,13,11.7,1,Grocery
1344,Male,22,1021905,16,76,1,39.75,1,Clothing
1345,Male,25,293704,76,221,12,40.32,0,Electronics
1346,Male,42,835967,1,68,20,10.75,1,Grocery
1347,Male,44,1290449,,154,20,17.13,1,Grocery
1348,Male,63,215756,48,147,21,7.14,1,Furniture
1349,Female,40,590210,50,127,5,4.17,1,Furniture
1350,,47,1320473,13,109,8,49.61,0,Electronics
1351,Female,62,670082,15,188,27,32.95,1,Clothing
1352,Female,64,449488,53,78,15,27.33,,Grocery
1353,Male,40,1193361,44,152,27,38.39,1,Furniture
1354,Female,66,,,109,3,42.08,0,Furniture
1355,Female,64,853335,74,51,6,40.43,1,Clothing
1356,Female,37,1331110,46,91,28,1.32,0,Furniture
1357,Female,35,1280017,69,57,13,9.75,1,Electronics
1358,Male,35,583797,19,185,12,32.92,1,Clothing
1359,Female,19,1138793,38,133,19,19.1,1,Grocery
1360,Male,21,950607,11,6,29,49.13,1,Electronics
1361,Female,47,287263,43,62,18,33.44,1,Grocery
1362,Female,50,495578,20,151,24,47.85,1,Grocery
1363,Male,53,1052153,20,194,1,10.47,1,Furniture
1364,Female,35,197645,21,210,25,43.27,1,Electronics
1365,Female,54,389608,82,76,27,16.41,1,Electronics
1366,Female,36,697571,57,234,7,49.48,0,Clothing
1367,Male,64,499115,50,144,12,8.31,0,Electronics
1368,Female,45,252780,74,158,10,26.06,0,Clothing
1369,Male,57,967166,98,31,29,39.75,0,Electronics
1370,Female,37,1199091,26,33,12,21.92,1,Grocery
1371,Male,66,1003159,30,19,11,23.67,1,Clothing
1372,Male,50,1045596,73,178,4,49.32,0,Electronics
1373,Female,29,483977,31,133,19,21.55,0,Clothing
1374,Female,68,733043,42,64,6,30.4,0,Furniture
1375,Male,32,658175,68,111,25,3.2,0,Furniture
1376,Male,58,1272446,61,224,9,42.19,1,Clothing
1377,Female,56,1335656,61,189,20,32.58,0,Clothing
1378,Male,19,246502,70,7,10,20.5,1,Grocery
1379,Female,46,740611,78,119,5,1.3,1,Electronics
1380,Female,58,582206,68,150,,,1,Furniture
1381,Female,27,887902,90,56,13,1.13,0,Furniture
1382,Female,19,841804,17,64,9,0.56,0,Electronics
1383,,68,578556,19,38,2,31,1,Furniture
1384,Female,28,485468,51,100,18,9.86,0,Furniture
1385,Male,30,630350,70,225,21,10,0,Clothing
1386,Female,27,646232,63,93,,32.84,1,Furniture
1387,Male,31,681821,93,64,24,3.16,1,Furniture
1388,Female,35,1025817,75,158,21,16.01,0,Furniture
1389,Male,68,1116540,80,235,12,7.9,1,Electronics
1390,Male,26,400231,30,204,10,29.22,0,Grocery
1391,Female,56,1211516,25,23,2,33.26,0,Clothing
1392,Female,45,530171,75,115,28,36.2,1,Grocery
1393,Female,20,691220,71,238,9,13.13,1,Furniture
1394,Female,37,600043,26,26,2,4.92,0,Furniture
1395,Male,23,1128935,56,225,23,4.39,1,Furniture
1396,Female,44,1223224,,165,24,21.59,0,Grocery
1397,Male,19,1180451,89,170,22,47.32,1,Electronics
1398,Male,46,182966,19,132,14,11.28,0,Electronics
1399,Female,55,570993,,39,11,13.21,1,Clothing
1400,Male,20,313639,26,111,23,5.49,0,Grocery
1401,Male,33,396331,42,132,11,30.48,0,Electronics
1402,Male,47,1084678,41,199,17,34.15,1,Clothing
1403,Male,57,1241174,100,87,4,32.33,0,Furniture
1404,Female,19,340271,23,142,13,43.13,0,Furniture
1405,Female,34,557014,47,223,7,24.58,0,Clothing
1406,Female,58,1132868,13,147,16,7.16,0,Electronics
1407,Female,29,997516,89,143,1,14.83,0,Grocery
1408,Male,52,849597,,115,13,33.29,1,Clothing
1409,Male,60,805538,66,94,1,30.85,0,Electronics
1410,Female,18,398004,16,28,11,26.78,0,Clothing
1411,Female,62,1153510,73,81,6,34.31,0,Electronics
1412,Female,32,167118,28,228,20,32.05,1,Furniture
1413,Male,43,1221192,77,105,3,44.13,1,Clothing
1414,Female,54,281870,35,136,12,29.51,0,Grocery
1415,Female,38,152795,41,17,5,39.04,0,Clothing
1416,Female,66,1296038,77,205,9,12.81,1,Furniture
1417,Male,48,937163,31,189,26,34.07,1,Furniture
1418,Male,42,1330777,85,102,26,45.16,0,Electronics
1419,Male,40,309094,32,124,12,19.59,1,Furniture
1420,Male,41,413749,54,41,28,39.07,0,Electronics
1421,Male,55,1276082,98,52,27,36.38,0,Furniture
1422,Male,45,914601,72,203,10,3.45,0,Electronics
1423,Male,38,1242706,59,5,19,29.28,1,Grocery
1424,Male,60,1096769,41,64,5,6.94,0,Electronics
1425,Female,35,313402,66,144,26,48.38,0,Electronics
1426,Female,53,1004901,96,153,5,40.66,1,Grocery
1427,Male,52,1344835,54,143,9,5.93,0,Electronics
1428,Male,62,569007,40,48,27,6.53,0,Electronics
1429,Female,26,373034,28,,28,29.93,0,Grocery
1430,Male,55,659394,37,190,26,17.57,1,Furniture
1431,Male,47,694061,65,112,27,2.23,1,Clothing
1432,Male,61,940671,74,48,20,27.31,0,Electronics
1433,,51,433007,55,82,17,19.7,1,Furniture
1434,Female,49,463559,4,230,10,5.5,0,Clothing
1435,Female,20,218968,99,166,21,40.2,0,Grocery
1436,Female,20,643891,10,29,1,,1,Electronics
1437,Female,45,734718,47,136,22,37.95,1,Electronics
1438,Male,61,151515,75,196,28,41.21,0,Grocery
1439,Female,32,247206,14,120,16,11.22,1,Electronics
1440,Male,58,395282,38,123,26,13.55,1,Clothing
1441,Male,40,557821,12,222,26,10.82,1,Clothing
1442,Female,57,992672,45,148,15,38.37,0,Grocery
1443,Female,28,155586,17,14,23,47.42,0,Electronics
1444,Male,65,1168725,80,113,17,35.98,1,Furniture
1445,Male,49,1058806,35,198,26,44.13,0,Electronics
1446,Male,53,919565,,39,20,32.12,0,Grocery
1447,Female,50,694999,75,215,25,19.69,1,Furniture
1448,Female,41,170039,41,138,13,21.58,0,Clothing
1449,Female,56,356555,67,23,1,4.23,1,Clothing
1450,Female,51,1148899,29,191,25,2.06,0,Furniture
1451,Female,45,151577,18,185,8,34.93,0,Furniture
1452,,54,257792,20,12,5,22.2,1,Grocery
1453,Female,24,1095854,14,210,6,27.83,0,Electronics
1454,Male,21,1101302,34,14,23,28.1,1,Clothing
1455,Male,54,160785,49,199,20,14.23,0,Electronics
1456,Male,18,1270803,54,170,14,24.06,,Clothing
1457,Female,18,1055112,31,33,22,23.8,0,Electronics
1458,Female,64,998389,58,19,23,19.73,1,Clothing
1459,Female,37,1008326,42,91,11,41.12,0,Electronics
1460,Male,36,300653,58,27,6,22.83,0,Grocery
1461,Male,46,467336,82,214,11,30.38,1,Clothing
1462,Male,27,413606,30,50,13,44.83,1,Grocery
1463,Male,35,540992,25,,12,43.38,0,Clothing
1464,Male,45,1083015,63,32,22,44.58,1,Clothing
1465,Male,52,,19,30,2,13.87,1,Clothing
1466,Female,60,1044235,72,14,21,2.23,1,Electronics
1467,Female,64,793970,92,179,3,13.42,1,Clothing
1468,Female,48,536213,8,8,23,14.3,0,Grocery
1469,Female,44,1253036,95,59,4,45.51,1,Electronics
1470,Male,28,549437,,70,17,32.64,0,Electronics
1471,Male,66,566690,67,71,28,4.54,0,
1472,Female,66,1173577,86,139,28,7.2,0,Furniture
1473,Male,55,,81,59,22,8.21,1,Electronics
1474,Female,22,1049092,100,212,6,31.71,1,Clothing
1475,Female,25,302117,17,35,7,36.9,0,Grocery
1476,Female,51,1027751,14,78,15,43.05,,Furniture
1477,Male,65,1315158,9,23,11,47.06,1,Electronics
1478,Female,69,1072426,62,160,24,10.48,1,Furniture
1479,Female,29,828066,94,85,3,15.83,0,Electronics
1480,Female,55,202949,21,160,6,12.4,1,Furniture
1481,Male,18,613930,76,151,26,18.26,1,Furniture
1482,Male,48,245558,37,233,2,45.78,0,Grocery
1483,Female,21,1159260,96,91,29,28.97,1,Furniture
1484,Male,66,939148,11,24,14,37.04,1,Grocery
1485,Male,62,1346222,20,17,9,24.76,0,Clothing
1486,Male,67,867186,35,81,18,1.93,1,Electronics
1487,Male,22,221916,53,47,19,3.68,0,Grocery
1488,Male,47,922378,47,143,12,27.13,1,Electronics
1489,Male,41,1273270,75,180,13,36.08,0,Grocery
1490,Male,20,563867,52,147,26,11.16,1,Electronics
1491,Male,28,1005126,8,149,12,36.23,0,Grocery
1492,Male,62,,4,186,12,40.63,1,Electronics
1493,Male,21,220474,27,54,18,20.89,1,Clothing
1494,Female,43,500068,44,32,9,,1,Electronics
1495,Female,44,1141921,40,215,17,20.5,0,Clothing
1496,Male,63,876499,47,8,21,34.08,1,Clothing
1497,Female,60,971412,,26,16,38.32,0,Clothing
1498,Female,44,1253546,44,218,17,49.6,1,Furniture
1499,Male,59,791232,48,123,21,17.6,1,Electronics
1500,Male,68,554911,91,105,24,20.85,1,Furniture
1501,Male,67,561012,85,43,8,8.7,1,Furniture
1502,Female,23,1319070,52,,11,10.6,1,Electronics
1503,Female,32,321277,84,101,24,34.82,1,Clothing
1504,Male,47,641966,68,48,2,45.89,0,Furniture
1505,Male,59,446303,11,174,8,20.03,0,Furniture
1506,Male,54,1210092,77,44,12,9.4,1,Grocery
1507,Female,54,965518,73,101,21,14.61,1,Electronics
1508,Female,59,333163,4,144,1,23.03,1,Furniture
1509,Female,54,1326599,76,134,23,14.89,1,Electronics
1510,Female,52,522339,73,160,13,12.06,1,Electronics
1511,Male,40,975169,77,78,22,36.93,0,Furniture
1512,Male,23,421409,48,90,21,0.89,1,Electronics
1513,Male,21,788453,26,213,17,27.19,1,Clothing
1514,Male,35,793789,77,94,14,39.79,0,Furniture
1515,Female,26,644670,39,71,14,13.68,0,Furniture
1516,Female,66,951818,92,203,16,30.36,0,Furniture
1517,Male,46,973857,58,204,17,33.61,1,Grocery
1518,Male,30,271635,19,216,6,32.92,1,Grocery
1519,Female,64,848614,88,80,26,22.57,1,Grocery
1520,Male,69,370935,83,231,28,17.66,1,Grocery
1521,Female,34,1252210,77,213,7,41.88,,Furniture
1522,Male,62,1154221,77,96,26,38.04,0,Clothing
1523,Male,49,853022,58,237,26,16.4,1,Electronics
1524,Male,65,1023420,28,14,1,5.6,1,Electronics
1525,Male,39,642503,66,90,25,4.05,1,Furniture
